Starting Time, Stopping Time, Word
0:00:19.400000,0:00:19.850000,unlikely
0:00:19.850000,0:00:21.800000,IdleClips
0:00:21.620000,0:00:21.800000,My
0:00:21.800000,0:00:22.190000,IdleClips
0:00:21.800000,0:00:22.190000,father
0:00:22.190000,0:00:22.370000,IdleClips
0:00:22.190000,0:00:22.370000,was
0:00:22.370000,0:00:22.430000,IdleClips
0:00:22.370000,0:00:22.430000,a
0:00:22.430000,0:00:22.790000,IdleClips
0:00:22.430000,0:00:22.790000,foreign
0:00:22.790000,0:00:23.180000,IdleClips
0:00:22.790000,0:00:23.180000,student
0:00:23.180000,0:00:24.200000,IdleClips
0:00:23.840000,0:00:24.200000,born
0:00:24.200000,0:00:24.350000,IdleClips
0:00:24.200000,0:00:24.350000,and
0:00:24.350000,0:00:24.950000,IdleClips
0:00:24.350000,0:00:24.950000,raised
0:00:24.950000,0:00:25.250000,IdleClips
0:00:25.070000,0:00:25.250000,in
0:00:25.250000,0:00:25.310000,IdleClips
0:00:25.250000,0:00:25.310000,a
0:00:25.310000,0:00:25.700000,IdleClips
0:00:25.310000,0:00:25.700000,small
0:00:25.700000,0:00:26.180000,IdleClips
0:00:25.700000,0:00:26.180000,village
0:00:26.180000,0:00:26.390000,IdleClips
0:00:26.210000,0:00:26.390000,in
0:00:26.390000,0:00:26.750000,IdleClips
0:00:26.390000,0:00:26.750000,Kenya
0:00:26.750000,0:00:28.520000,IdleClips
0:00:28.370000,0:00:28.520000,He
0:00:28.520000,0:00:28.760000,IdleClips
0:00:28.520000,0:00:28.760000,grew
0:00:28.760000,0:00:28.970000,IdleClips
0:00:28.760000,0:00:28.970000,up
0:00:28.970000,0:00:29.240000,IdleClips
0:00:29.240000,0:00:29.810000,IdleClips
0:00:29.810000,0:00:30.680000,IdleClips
0:00:30.440000,0:00:30.680000,went
0:00:30.680000,0:00:30.800000,IdleClips
0:00:30.680000,0:00:30.800000,to
0:00:30.800000,0:00:31.250000,IdleClips
0:00:30.800000,0:00:31.250000,school
0:00:31.250000,0:00:31.360000,IdleClips
0:00:31.360000,0:00:31.400000,IdleClips
0:00:31.360000,0:00:31.400000,a
0:00:31.400000,0:00:31.640000,IdleClips
0:00:31.400000,0:00:31.640000,tin
0:00:31.640000,0:00:31.880000,IdleClips
0:00:31.640000,0:00:31.880000,roof
0:00:31.880000,0:00:32.320000,IdleClips
0:00:31.880000,0:00:32.320000,shack
0:00:32.320000,0:00:32.780000,IdleClips
0:00:32.480000,0:00:32.780000,his
0:00:32.780000,0:00:33.230000,IdleClips
0:00:32.780000,0:00:33.230000,father
0:00:33.230000,0:00:33.800000,IdleClips
0:00:33.560000,0:00:33.800000,my
0:00:33.800000,0:00:34.610000,IdleClips
0:00:33.800000,0:00:34.610000,grandfather
0:00:34.610000,0:00:35.240000,IdleClips
0:00:35.030000,0:00:35.240000,was
0:00:35.240000,0:00:35.300000,IdleClips
0:00:35.240000,0:00:35.300000,a
0:00:35.300000,0:00:36.020000,IdleClips
0:00:35.300000,0:00:36.020000,cook
0:00:36.020000,0:00:36.350000,IdleClips
0:00:36.290000,0:00:36.350000,a
0:00:36.350000,0:00:36.830000,IdleClips
0:00:36.350000,0:00:36.830000,domestic
0:00:36.830000,0:00:37.280000,IdleClips
0:00:36.830000,0:00:37.280000,servant
0:00:37.280000,0:00:37.370000,IdleClips
0:00:37.280000,0:00:37.370000,to
0:00:37.370000,0:00:37.460000,IdleClips
0:00:37.370000,0:00:37.460000,the
0:00:37.460000,0:00:37.940000,IdleClips
0:00:37.460000,0:00:37.940000,British
0:00:37.940000,0:00:39.530000,IdleClips
0:00:39.320000,0:00:39.530000,but
0:00:39.530000,0:00:39.620000,IdleClips
0:00:39.530000,0:00:39.620000,my
0:00:39.620000,0:00:40.190000,IdleClips
0:00:39.620000,0:00:40.190000,grandfather
0:00:40.190000,0:00:40.370000,IdleClips
0:00:40.190000,0:00:40.370000,had
0:00:40.370000,0:00:40.670000,IdleClips
0:00:40.370000,0:00:40.670000,larger
0:00:40.670000,0:00:41.180000,IdleClips
0:00:40.670000,0:00:41.180000,dreams
0:00:41.180000,0:00:41.420000,IdleClips
0:00:41.240000,0:00:41.420000,for
0:00:41.420000,0:00:41.540000,IdleClips
0:00:41.420000,0:00:41.540000,his
0:00:41.540000,0:00:41.810000,IdleClips
0:00:41.540000,0:00:41.810000,son
0:00:41.810000,0:00:42.680000,IdleClips
0:00:42.470000,0:00:42.680000,Through
0:00:42.680000,0:00:43.040000,IdleClips
0:00:42.680000,0:00:43.040000,hard
0:00:43.040000,0:00:43.370000,IdleClips
0:00:43.040000,0:00:43.370000,work
0:00:43.370000,0:00:43.550000,IdleClips
0:00:43.370000,0:00:43.550000,and
0:00:43.550000,0:00:44.510000,IdleClips
0:00:43.550000,0:00:44.510000,perseverance
0:00:44.510000,0:00:45.050000,IdleClips
0:00:44.900000,0:00:45.050000,my
0:00:45.050000,0:00:45.320000,IdleClips
0:00:45.050000,0:00:45.320000,father
0:00:45.320000,0:00:45.500000,IdleClips
0:00:45.320000,0:00:45.500000,got
0:00:45.500000,0:00:45.530000,IdleClips
0:00:45.500000,0:00:45.530000,a
0:00:45.530000,0:00:46.100000,IdleClips
0:00:45.530000,0:00:46.100000,scholarship
0:00:46.100000,0:00:46.220000,IdleClips
0:00:46.100000,0:00:46.220000,to
0:00:46.220000,0:00:46.640000,IdleClips
0:00:46.220000,0:00:46.640000,study
0:00:46.640000,0:00:46.790000,IdleClips
0:00:46.640000,0:00:46.790000,in
0:00:46.790000,0:00:46.850000,IdleClips
0:00:46.790000,0:00:46.850000,a
0:00:46.850000,0:00:47.360000,IdleClips
0:00:46.850000,0:00:47.360000,magical
0:00:47.360000,0:00:47.870000,IdleClips
0:00:47.360000,0:00:47.870000,place
0:00:47.870000,0:00:49.130000,IdleClips
0:00:48.500000,0:00:49.130000,America
0:00:49.130000,0:00:50,IdleClips
0:00:49.790000,0:00:50,that's
0:00:50,0:00:50.570000,IdleClips
0:00:50,0:00:50.570000,shown
0:00:50.570000,0:00:50.780000,IdleClips
0:00:50.570000,0:00:50.780000,as
0:00:50.780000,0:00:50.840000,IdleClips
0:00:50.780000,0:00:50.840000,a
0:00:50.840000,0:00:51.230000,IdleClips
0:00:50.840000,0:00:51.230000,beacon
0:00:51.230000,0:00:51.320000,IdleClips
0:00:51.230000,0:00:51.320000,of
0:00:51.320000,0:00:51.800000,IdleClips
0:00:51.320000,0:00:51.800000,freedom
0:00:51.800000,0:00:51.980000,IdleClips
0:00:51.800000,0:00:51.980000,and
0:00:51.980000,0:00:52.730000,IdleClips
0:00:51.980000,0:00:52.730000,opportunity
0:00:52.730000,0:00:53.120000,IdleClips
0:00:53,0:00:53.120000,to
0:00:53.120000,0:00:53.390000,IdleClips
0:00:53.120000,0:00:53.390000,so
0:00:53.390000,0:00:53.660000,IdleClips
0:00:53.390000,0:00:53.660000,many
0:00:53.660000,0:00:53.810000,IdleClips
0:00:53.660000,0:00:53.810000,who
0:00:53.810000,0:00:53.900000,IdleClips
0:00:53.810000,0:00:53.900000,had
0:00:53.900000,0:00:54.140000,IdleClips
0:00:53.900000,0:00:54.140000,come
0:00:54.140000,0:00:54.500000,IdleClips
0:00:54.140000,0:00:54.500000,before
0:00:54.500000,0:00:58.190000,IdleClips
0:00:57.980000,0:00:58.190000,while
0:00:58.190000,0:00:58.760000,IdleClips
0:00:58.190000,0:00:58.760000,studying
0:00:58.760000,0:00:59,IdleClips
0:00:58.760000,0:00:59,here
0:01:00.040000,0:01:00.190000,My
0:01:00.190000,0:01:00.550000,IdleClips
0:01:00.190000,0:01:00.550000,father
0:01:00.550000,0:01:00.730000,IdleClips
0:01:00.550000,0:01:00.730000,met
0:01:00.730000,0:01:00.850000,IdleClips
0:01:00.730000,0:01:00.850000,my
0:01:00.850000,0:01:01.150000,IdleClips
0:01:00.850000,0:01:01.150000,mother
0:01:01.150000,0:01:02.670000,IdleClips
0:01:02.460000,0:01:02.670000,She
0:01:02.670000,0:01:02.850000,IdleClips
0:01:02.670000,0:01:02.850000,was
0:01:02.850000,0:01:03.300000,IdleClips
0:01:02.850000,0:01:03.300000,born
0:01:03.300000,0:01:03.480000,IdleClips
0:01:03.300000,0:01:03.480000,in
0:01:03.480000,0:01:03.540000,IdleClips
0:01:03.480000,0:01:03.540000,a
0:01:03.540000,0:01:03.840000,IdleClips
0:01:03.540000,0:01:03.840000,town
0:01:03.840000,0:01:03.960000,IdleClips
0:01:03.840000,0:01:03.960000,on
0:01:03.960000,0:01:04.020000,IdleClips
0:01:03.960000,0:01:04.020000,the
0:01:04.020000,0:01:04.200000,IdleClips
0:01:04.020000,0:01:04.200000,other
0:01:04.200000,0:01:04.500000,IdleClips
0:01:04.200000,0:01:04.500000,side
0:01:04.500000,0:01:04.560000,IdleClips
0:01:04.500000,0:01:04.560000,of
0:01:04.560000,0:01:04.650000,IdleClips
0:01:04.560000,0:01:04.650000,the
0:01:04.650000,0:01:04.950000,IdleClips
0:01:04.650000,0:01:04.950000,world
0:01:04.950000,0:01:05.550000,IdleClips
0:01:05.400000,0:01:05.550000,in
0:01:05.550000,0:01:06.210000,IdleClips
0:01:05.550000,0:01:06.210000,Kansas
0:01:06.210000,0:01:12.150000,IdleClips
0:01:11.910000,0:01:12.150000,Her
0:01:12.150000,0:01:12.570000,IdleClips
0:01:12.150000,0:01:12.570000,father
0:01:12.570000,0:01:12.930000,IdleClips
0:01:12.570000,0:01:12.930000,worked
0:01:12.930000,0:01:13.230000,IdleClips
0:01:12.960000,0:01:13.230000,on
0:01:13.230000,0:01:13.500000,IdleClips
0:01:13.230000,0:01:13.500000,oil
0:01:13.500000,0:01:13.980000,IdleClips
0:01:13.500000,0:01:13.980000,rigs
0:01:13.980000,0:01:14.190000,IdleClips
0:01:13.980000,0:01:14.190000,and
0:01:14.190000,0:01:14.610000,IdleClips
0:01:14.190000,0:01:14.610000,farms
0:01:14.610000,0:01:14.790000,IdleClips
0:01:14.610000,0:01:14.790000,through
0:01:14.790000,0:01:15.030000,IdleClips
0:01:14.790000,0:01:15.030000,most
0:01:15.030000,0:01:15.120000,IdleClips
0:01:15.030000,0:01:15.120000,of
0:01:15.120000,0:01:15.180000,IdleClips
0:01:15.120000,0:01:15.180000,the
0:01:15.180000,0:01:15.690000,IdleClips
0:01:15.180000,0:01:15.690000,depression
0:01:15.690000,0:01:17.070000,IdleClips
0:01:16.740000,0:01:17.070000,The day
0:01:17.070000,0:01:17.460000,IdleClips
0:01:17.070000,0:01:17.460000,after
0:01:17.460000,0:01:18.480000,IdleClips
0:01:17.700000,0:01:18.480000,Pearl Harbor
0:01:18.480000,0:01:18.960000,IdleClips
0:01:18.840000,0:01:18.960000,my
0:01:18.960000,0:01:19.770000,IdleClips
0:01:18.960000,0:01:19.770000,grandfather
0:01:19.770000,0:01:20.250000,IdleClips
0:01:19.830000,0:01:20.250000,signed
0:01:20.250000,0:01:20.610000,IdleClips
0:01:20.250000,0:01:20.610000,up
0:01:20.610000,0:01:20.790000,IdleClips
0:01:20.640000,0:01:20.790000,for
0:01:20.790000,0:01:21.120000,IdleClips
0:01:20.790000,0:01:21.120000,duty
0:01:21.120000,0:01:22.320000,IdleClips
0:01:21.990000,0:01:22.320000,joined
0:01:22.320000,0:01:22.710000,IdleClips
0:01:22.320000,0:01:22.710000,Patton's
0:01:22.710000,0:01:23.040000,IdleClips
0:01:22.710000,0:01:23.040000,army
0:01:23.040000,0:01:23.430000,IdleClips
0:01:23.040000,0:01:23.430000,marched
0:01:23.430000,0:01:23.790000,IdleClips
0:01:23.430000,0:01:23.790000,across
0:01:23.790000,0:01:24.360000,IdleClips
0:01:23.790000,0:01:24.360000,Europe
0:01:24.360000,0:01:25.230000,IdleClips
0:01:24.930000,0:01:25.230000,back
0:01:25.230000,0:01:25.530000,IdleClips
0:01:25.230000,0:01:25.530000,home
0:01:25.530000,0:01:25.650000,IdleClips
0:01:25.530000,0:01:25.650000,My
0:01:25.650000,0:01:26.340000,IdleClips
0:01:25.650000,0:01:26.340000,grandmother
0:01:26.340000,0:01:26.910000,IdleClips
0:01:26.520000,0:01:26.910000,raised
0:01:26.910000,0:01:26.970000,IdleClips
0:01:26.910000,0:01:26.970000,the
0:01:26.970000,0:01:27.360000,IdleClips
0:01:26.970000,0:01:27.360000,baby
0:01:27.360000,0:01:27.840000,IdleClips
0:01:27.390000,0:01:27.840000,and
0:01:27.840000,0:01:28.140000,IdleClips
0:01:27.870000,0:01:28.140000,went
0:01:28.140000,0:01:28.230000,IdleClips
0:01:28.140000,0:01:28.230000,to
0:01:28.230000,0:01:28.770000,IdleClips
0:01:28.230000,0:01:28.770000,work
0:01:28.770000,0:01:29.010000,IdleClips
0:01:28.830000,0:01:29.010000,on
0:01:29.010000,0:01:29.040000,IdleClips
0:01:29.010000,0:01:29.040000,a
0:01:29.040000,0:01:29.360000,IdleClips
0:01:29.040000,0:01:29.360000,bomber
0:01:29.360000,0:01:29.820000,IdleClips
0:01:29.370000,0:01:29.820000,assembly
0:01:29.820000,0:01:30.090000,IdleClips
0:01:29.820000,0:01:30.090000,line
0:01:30.090000,0:01:31.830000,IdleClips
0:01:31.470000,0:01:31.830000,After
0:01:31.830000,0:01:31.920000,IdleClips
0:01:31.830000,0:01:31.920000,the
0:01:31.920000,0:01:32.400000,IdleClips
0:01:31.920000,0:01:32.400000,war
0:01:32.400000,0:01:32.610000,IdleClips
0:01:32.460000,0:01:32.610000,they
0:01:32.610000,0:01:32.970000,IdleClips
0:01:32.610000,0:01:32.970000,studied
0:01:32.970000,0:01:33.120000,IdleClips
0:01:32.970000,0:01:33.120000,on
0:01:33.120000,0:01:33.180000,IdleClips
0:01:33.120000,0:01:33.180000,the
0:01:33.180000,0:01:33.510000,IdleClips
0:01:33.180000,0:01:33.510000,Gi
0:01:33.510000,0:01:33.870000,IdleClips
0:01:33.510000,0:01:33.870000,bill
0:01:33.870000,0:01:34.650000,IdleClips
0:01:34.440000,0:01:34.650000,bought
0:01:34.650000,0:01:34.710000,IdleClips
0:01:34.650000,0:01:34.710000,a
0:01:34.710000,0:01:35.100000,IdleClips
0:01:34.710000,0:01:35.100000,house
0:01:35.100000,0:01:35.310000,IdleClips
0:01:35.100000,0:01:35.310000,through
0:01:35.310000,0:01:35.940000,IdleClips
0:01:35.310000,0:01:35.940000,Fha
0:01:35.940000,0:01:36.960000,IdleClips
0:01:36.780000,0:01:36.960000,and
0:01:36.960000,0:01:37.260000,IdleClips
0:01:36.960000,0:01:37.260000,later
0:01:37.260000,0:01:37.560000,IdleClips
0:01:37.260000,0:01:37.560000,moved
0:01:37.560000,0:01:38.100000,IdleClips
0:01:37.560000,0:01:38.100000,west
0:01:38.100000,0:01:38.520000,IdleClips
0:01:38.310000,0:01:38.520000,all
0:01:38.520000,0:01:38.610000,IdleClips
0:01:38.520000,0:01:38.610000,the
0:01:38.610000,0:01:38.730000,IdleClips
0:01:38.610000,0:01:38.730000,way
0:01:38.730000,0:01:38.820000,IdleClips
0:01:38.730000,0:01:38.820000,to
0:01:38.820000,0:01:39.360000,IdleClips
0:01:38.820000,0:01:39.360000,Hawaii
0:01:39.360000,0:01:39.630000,IdleClips
0:01:39.420000,0:01:39.630000,in
0:01:39.630000,0:01:39.930000,IdleClips
0:01:39.630000,0:01:39.930000,search
0:01:39.930000,0:01:40.080000,IdleClips
0:01:39.930000,0:01:40.080000,of
0:01:40.080000,0:01:40.740000,IdleClips
0:01:40.080000,0:01:40.740000,opportunity
0:01:40.740000,0:01:43.010000,IdleClips
0:01:42.800000,0:01:43.010000,and
0:01:43.010000,0:01:43.160000,IdleClips
0:01:43.010000,0:01:43.160000,they
0:01:43.160000,0:01:43.550000,IdleClips
0:01:43.160000,0:01:43.550000,too
0:01:43.550000,0:01:43.820000,IdleClips
0:01:43.550000,0:01:43.820000,had
0:01:43.820000,0:01:44,IdleClips
0:01:43.820000,0:01:44,big
0:01:44,0:01:44.330000,IdleClips
0:01:44,0:01:44.330000,dreams
0:01:44.330000,0:01:44.450000,IdleClips
0:01:44.330000,0:01:44.450000,for
0:01:44.450000,0:01:44.570000,IdleClips
0:01:44.450000,0:01:44.570000,their
0:01:44.570000,0:01:44.900000,IdleClips
0:01:44.570000,0:01:44.900000,daughter
0:01:44.900000,0:01:46.700000,IdleClips
0:01:46.610000,0:01:46.700000,a
0:01:46.700000,0:01:47.120000,IdleClips
0:01:46.700000,0:01:47.120000,common
0:01:47.120000,0:01:47.570000,IdleClips
0:01:47.120000,0:01:47.570000,dream
0:01:47.570000,0:01:47.990000,IdleClips
0:01:47.690000,0:01:47.990000,born
0:01:47.990000,0:01:48.110000,IdleClips
0:01:47.990000,0:01:48.110000,of
0:01:48.110000,0:01:48.260000,IdleClips
0:01:48.110000,0:01:48.260000,two
0:01:48.260000,0:01:49.010000,IdleClips
0:01:48.260000,0:01:49.010000,continents
0:01:49.010000,0:01:49.910000,IdleClips
0:01:49.730000,0:01:49.910000,My
0:01:49.910000,0:01:50.330000,IdleClips
0:01:49.910000,0:01:50.330000,parents
0:01:50.330000,0:01:50.720000,IdleClips
0:01:50.330000,0:01:50.720000,shared
0:01:50.720000,0:01:50.960000,IdleClips
0:01:50.720000,0:01:50.960000,not
0:01:50.960000,0:01:51.350000,IdleClips
0:01:50.960000,0:01:51.350000,only
0:01:51.350000,0:01:51.500000,IdleClips
0:01:51.350000,0:01:51.500000,an
0:01:51.500000,0:01:52.070000,IdleClips
0:01:51.500000,0:01:52.070000,improbable
0:01:52.070000,0:01:52.430000,IdleClips
0:01:52.070000,0:01:52.430000,love
0:01:52.430000,0:01:52.940000,IdleClips
0:01:52.760000,0:01:52.940000,they
0:01:52.940000,0:01:53.540000,IdleClips
0:01:52.940000,0:01:53.540000,shared
0:01:53.540000,0:01:53.690000,IdleClips
0:01:53.540000,0:01:53.690000,an
0:01:53.690000,0:01:54.200000,IdleClips
0:01:53.690000,0:01:54.200000,abiding
0:01:54.200000,0:01:54.650000,IdleClips
0:01:54.200000,0:01:54.650000,faith
0:01:54.650000,0:01:54.860000,IdleClips
0:01:54.680000,0:01:54.860000,in
0:01:54.860000,0:01:54.920000,IdleClips
0:01:54.860000,0:01:54.920000,the
0:01:54.920000,0:01:55.670000,IdleClips
0:01:54.920000,0:01:55.670000,possibilities
0:01:55.670000,0:01:55.760000,IdleClips
0:01:55.670000,0:01:55.760000,of
0:01:55.760000,0:01:55.940000,IdleClips
0:01:55.760000,0:01:55.940000,this
0:01:55.940000,0:01:56.300000,IdleClips
0:01:55.940000,0:01:56.300000,nation
0:01:56.300000,0:01:57.560000,IdleClips
0:01:57.410000,0:01:57.560000,They
0:01:57.560000,0:01:57.710000,IdleClips
0:01:57.560000,0:01:57.710000,would
0:01:57.710000,0:01:57.890000,IdleClips
0:01:57.710000,0:01:57.890000,give
0:01:57.890000,0:01:57.980000,IdleClips
0:01:57.890000,0:01:57.980000,me
0:01:57.980000,0:01:58.100000,IdleClips
0:01:57.980000,0:01:58.100000,an
0:01:58.100000,0:01:58.580000,IdleClips
0:01:58.100000,0:01:58.580000,African
0:01:58.580000,0:01:58.880000,IdleClips
0:01:58.580000,0:01:58.880000,name
0:01:58.880000,0:01:59.540000,IdleClips
0:01:59.030000,0:01:59.540000,Barack
0:01:59.540000,0:02:00.230000,IdleClips
0:02:00.080000,0:02:00.230000,or
0:02:00.230000,0:02:00.680000,IdleClips
0:02:00.230000,0:02:00.680000,blessing
0:02:00.680000,0:02:01.310000,IdleClips
0:02:00.860000,0:02:01.310000,believing
0:02:01.310000,0:02:01.460000,IdleClips
0:02:01.310000,0:02:01.460000,that
0:02:01.460000,0:02:01.700000,IdleClips
0:02:01.460000,0:02:01.700000,in
0:02:01.700000,0:02:01.880000,IdleClips
0:02:01.730000,0:02:01.880000,a
0:02:01.880000,0:02:02.450000,IdleClips
0:02:01.880000,0:02:02.450000,tolerant
0:02:02.450000,0:02:03.170000,IdleClips
0:02:02.450000,0:02:03.170000,America
0:02:03.170000,0:02:03.560000,IdleClips
0:02:03.350000,0:02:03.560000,your
0:02:03.560000,0:02:03.800000,IdleClips
0:02:03.560000,0:02:03.800000,name
0:02:03.800000,0:02:03.950000,IdleClips
0:02:03.800000,0:02:03.950000,is
0:02:03.950000,0:02:04.070000,IdleClips
0:02:03.950000,0:02:04.070000,no
0:02:04.070000,0:02:04.430000,IdleClips
0:02:04.070000,0:02:04.430000,barrier
0:02:04.430000,0:02:04.580000,IdleClips
0:02:04.430000,0:02:04.580000,to
0:02:04.580000,0:02:05.150000,IdleClips
0:02:04.580000,0:02:05.150000,success
0:02:07.640000,0:02:07.820000,Hey
0:02:07.820000,0:02:08.450000,IdleClips
0:02:07.820000,0:02:08.450000,imagine
0:02:08.450000,0:02:10.370000,IdleClips
0:02:10.370000,0:02:10.820000,IdleClips
0:02:10.410000,0:02:10.820000,imagine
0:02:11.060000,0:02:11.390000,IdleClips
0:02:11.070000,0:02:11.390000,going
0:02:11.390000,0:02:11.480000,IdleClips
0:02:11.390000,0:02:11.480000,to
0:02:11.480000,0:02:11.600000,IdleClips
0:02:11.480000,0:02:11.600000,the
0:02:11.600000,0:02:11.870000,IdleClips
0:02:11.600000,0:02:11.870000,best
0:02:11.870000,0:02:12.290000,IdleClips
0:02:11.870000,0:02:12.290000,school
0:02:12.290000,0:02:14.020000,IdleClips
0:02:13.840000,0:02:14.020000,in
0:02:14.020000,0:02:14.110000,IdleClips
0:02:14.020000,0:02:14.110000,the
0:02:14.110000,0:02:14.410000,IdleClips
0:02:14.110000,0:02:14.410000,land
0:02:14.410000,0:02:14.650000,IdleClips
0:02:14.410000,0:02:14.650000,even
0:02:14.650000,0:02:14.800000,IdleClips
0:02:14.650000,0:02:14.800000,though
0:02:14.800000,0:02:14.950000,IdleClips
0:02:14.800000,0:02:14.950000,they
0:02:14.950000,0:02:15.220000,IdleClips
0:02:14.950000,0:02:15.220000,weren't
0:02:15.220000,0:02:15.490000,IdleClips
0:02:15.220000,0:02:15.490000,rich
0:02:15.490000,0:02:15.940000,IdleClips
0:02:15.490000,0:02:15.940000,because
0:02:15.940000,0:02:16.180000,IdleClips
0:02:15.940000,0:02:16.180000,in
0:02:16.180000,0:02:16.240000,IdleClips
0:02:16.180000,0:02:16.240000,a
0:02:16.240000,0:02:16.810000,IdleClips
0:02:16.240000,0:02:16.810000,generous
0:02:16.810000,0:02:17.440000,IdleClips
0:02:16.810000,0:02:17.440000,America
0:02:17.440000,0:02:17.740000,IdleClips
0:02:17.590000,0:02:17.740000,you
0:02:17.740000,0:02:17.920000,IdleClips
0:02:17.740000,0:02:17.920000,don't
0:02:17.920000,0:02:18.130000,IdleClips
0:02:17.920000,0:02:18.130000,have
0:02:18.130000,0:02:18.250000,IdleClips
0:02:18.130000,0:02:18.250000,to
0:02:18.250000,0:02:18.370000,IdleClips
0:02:18.250000,0:02:18.370000,be
0:02:18.370000,0:02:18.850000,IdleClips
0:02:18.370000,0:02:18.850000,rich
0:02:18.850000,0:02:19.210000,IdleClips
0:02:19.060000,0:02:19.210000,to
0:02:19.210000,0:02:19.510000,IdleClips
0:02:19.210000,0:02:19.510000,achieve
0:02:19.510000,0:02:19.630000,IdleClips
0:02:19.510000,0:02:19.630000,your
0:02:19.630000,0:02:20.170000,IdleClips
0:02:19.630000,0:02:20.170000,potential
0:02:20.170000,0:02:24.040000,IdleClips
0:02:24.040000,0:02:24.310000,IdleClips
0:02:24.070000,0:02:24.310000,both
0:02:24.310000,0:02:24.700000,IdleClips
0:02:24.310000,0:02:24.700000,passed
0:02:24.700000,0:02:24.910000,IdleClips
0:02:24.700000,0:02:24.910000,away
0:02:24.910000,0:02:25.150000,IdleClips
0:02:24.910000,0:02:25.150000,now
0:02:25.150000,0:02:26.970000,IdleClips
0:02:26.820000,0:02:26.970000,and
0:02:26.970000,0:02:27.180000,IdleClips
0:02:26.970000,0:02:27.180000,yet
0:02:27.180000,0:02:27.270000,IdleClips
0:02:27.180000,0:02:27.270000,I
0:02:27.270000,0:02:27.870000,IdleClips
0:02:27.270000,0:02:27.870000,know
0:02:27.870000,0:02:28.110000,IdleClips
0:02:27.930000,0:02:28.110000,that
0:02:28.110000,0:02:28.320000,IdleClips
0:02:28.110000,0:02:28.320000,on
0:02:28.320000,0:02:28.890000,IdleClips
0:02:28.320000,0:02:28.890000,this night
0:02:28.890000,0:02:29.190000,IdleClips
0:02:28.980000,0:02:29.190000,they
0:02:29.190000,0:02:29.490000,IdleClips
0:02:29.190000,0:02:29.490000,don't
0:02:29.490000,0:02:29.850000,IdleClips
0:02:29.580000,0:02:29.850000,look
0:02:29.850000,0:02:30.300000,IdleClips
0:02:29.850000,0:02:30.300000,down
0:02:30.300000,0:02:30.810000,IdleClips
0:02:30.630000,0:02:30.810000,on
0:02:30.810000,0:02:30.960000,IdleClips
0:02:30.810000,0:02:30.960000,me
0:02:30.960000,0:02:31.140000,IdleClips
0:02:30.960000,0:02:31.140000,with
